Smartphone,Brand,Model,RAM,Storage,Color,Free,Final Price
AppleiPhone12Pro512GBGrafitoLibre,Apple,iPhone12,,512,Black,Yes,7280
SamsungGalaxyZFlip48128GBAzulLibre,Samsung,GalaxyZFlip4,8,128,Blue,Yes,70071
AppleiPhoneXR64GBAzulLibre,Apple,iPhoneXR,,64,Blue,Yes,2390
RealmeGTMasterEdition5G6128GBGrisLibre,Realme,GTMasterEdition,6,128,Gray,Yes,3516
AppleiPhoneXS64GbPlataLibre,Apple,iPhoneXS,,64,Silver,Yes,2790
AppleiPhoneSE202264GBBlancoEstrellaLibre,Apple,iPhoneSE,,64,White,Yes,5290
VivoY21s4128GBMidnightBlueLibre,Vivo,Y21s,4,128,Blue,Yes,14521
AppleiPhoneXSMax64GbPlataLibre,Apple,iPhoneXS,,64,Silver,Yes,30801
RealmeGT2Pro12256GBVerdeLibre,Realme,GT2,12,256,Green,Yes,85259
SamsungGalaxyS108128GBBlancoLibre,Samsung,GalaxyS10,8,128,White,Yes,53605
UlefonePowerArmorX11Pro464GBNegroLibre,Ulefone,X11Pro,4,64,Black,Yes,18999
XiaomiRedmi10A232GBAzulLibre,Xiaomi,Redmi10A,2,32,Blue,Yes,1103
SamsungGalaxyA40464GBBlanco,Samsung,GalaxyA40,4,64,White,No,1400
SamsungGalaxyA40464GBNegroLibreVersinImportadaEU,Samsung,GalaxyA40,4,64,Black,Yes,1200
Xiaomi12Lite8128GBNegroLibre,Xiaomi,12,8,128,Black,Yes,56704
XiaomiRedmi10C464GBAzulLibre,Xiaomi,Redmi10C,4,64,Blue,Yes,17999
SamsungGalaxyS225G128GBMoradoLibreCargador25W,Samsung,GalaxyS22,,128,Purple,Yes,8590
Xiaomi11Lite5GNE8128GBAzulLibre,Xiaomi,11Lite,8,128,Blue,Yes,43235
SamsungGalaxyS21FE5G6128GBLavandaLibre,Samsung,GalaxyS21,6,128,Blue,Yes,58597
Xiaomi13Lite8256GBAzulLibre,Xiaomi,13,8,256,Blue,Yes,58957
XiaomiRedmiNote11S664GBGrisLibre,Xiaomi,RedmiNote11S,6,64,Gray,Yes,2490
OnePlusNord5G12256GBGrisOnixLibre,OnePlus,Nord,12,256,Gray,Yes,38699
HonorX86128GBNegroLibre,Honor,X8,6,128,Black,Yes,17999
SamsungGalaxyS864GBPlataLibreversinespaola,Samsung,GalaxyS8,,64,Silver,Yes,27142
AppleiPhone12Mini64GBNegroLibre,Apple,iPhone12,,64,Black,Yes,6890
Realme9i4128GBNegroLibre,Realme,9i,4,128,Black,Yes,25259
CubotPocket464GBRojoLibre,Cubot,Pocket,4,64,Red,Yes,14996
AppleiPhoneXS64GbDoradoLibre,Apple,iPhoneXS,,64,Gold,Yes,2790
SPCSmart3332GBTurquesaLibre,SPC,Smart3,3,32,Turquoise,Yes,9995
XiaomiRedmiNote11Pro6128GBGrisGrafitoLibre,Xiaomi,11Pro,6,128,Gray,Yes,34999
NothingPhone18128GBNegroLibre,Nothing,Phone1,8,128,Black,Yes,62524
XiaomiMi96128GBAzulLibre,Xiaomi,Mi9,6,128,Blue,Yes,5280
AppleiPhone12Pro512GBAzulPacficoLibre,Apple,iPhone12,,512,Blue,Yes,7240
SamsungGalaxyS23Ultra512GBAlgodnLibre,Samsung,GalaxyS23,,512,White,Yes,11930
XiaomiRedmi10464GBGrisLibre,Xiaomi,Redmi10,4,64,Gray,Yes,22994
HuaweiP30Lite4128GbCrystalLibre,Huawei,P30,4,128,Crystal,Yes,1600
MotorolaMotoE20232GBGrisLibre,Motorola,MotoE20,2,32,Gray,Yes,1090
OppoA746128GBAzulLibre,OPPO,A74,6,128,Blue,Yes,2590
SamsungGalaxyA514128GBBlancoLibre,Samsung,GalaxyA51,4,128,White,Yes,31518
SamsungGalaxyM134128GBNaranjaLibre,Samsung,GalaxyM13,4,128,Orange,Yes,2090
OPPOA775G6128GBAzulLibre,OPPO,A77,6,128,Blue,Yes,30291
OnePlusNordCE5G8128GBCharcoalInkLibre,OnePlus,Nord,8,128,Black,Yes,37678
AppleiPhoneSE202264GBMedianocheLibre,Apple,iPhoneSE,,64,Black,Yes,5290
SamsungGalaxyA144128GBNegroLibreVersinImportadaEU,Samsung,GalaxyA14,4,128,Black,Yes,19349
XiaomiMi11Lite5G8128GBVerdeLibre,Xiaomi,Mi11,8,128,Green,Yes,39268
XiaomiRedmi12C364GBVerdeLibre,Xiaomi,Redmi12C,3,64,Green,Yes,16999
MotorolaEdge30Pro5G12256GBAzulLibre,Motorola,Edge30,12,256,Blue,Yes,88695
OPPOFindX3Lite8128GBAzulLibre,OPPO,X3,8,128,Blue,Yes,4690
UlefoneArmorX6216GbNaranjaLibre,Ulefone,ArmorX6,2,16,Orange,Yes,10692
OppoFindX3Pro12256GBAzulLibre,OPPO,X3,12,256,Blue,Yes,11690
POCOC40464GBNegroLibre,POCO,C40,4,64,Black,Yes,1190
CubotKingKongMini36128GBNegroLibre,Cubot,KingKongMini3,6,128,Black,Yes,1910
GooglePixel4XL664GBLibreNegro,Google,Pixel4,6,64,Black,Yes,28381
RealmeX28128GBPearlWhiteLibre,Realme,X2,8,128,White,Yes,2090
SamsungGalaxyA335G6128GBNaranjaLibre,Samsung,GalaxyA33,6,128,Orange,Yes,3590
AppleiPhone14ProMax1TBPlataLibre,Apple,iPhone14,,1000,Silver,Yes,21190
RealmeGT5G8128GBAzulLibre,Realme,GT,8,128,Blue,Yes,49702
SamsungGalaxyS10Lite8128GBPrismBlack,Samsung,GalaxyS10,8,128,Black,No,71074
SamsungGalaxyS225G128GBBlancoLibreVersinImportadaEU,Samsung,GalaxyS22,,128,White,Yes,59991
HuaweiP30Lite4128GBAzulLibre,Huawei,P30,4,128,Blue,Yes,46437
SamsungGalaxyA52s5G6128GBBlancoLibre,Samsung,GalaxyA52s,6,128,White,Yes,3390
Xiaomi12Lite5G8128GBVerdeLibre,Xiaomi,12,8,128,Green,Yes,56704
realmeX3SuperZoom12256GBBlancorticoLibre,Realme,X3,12,256,White,Yes,32501
UlefoneArmorX9Pro464GBVerdeLibre,Ulefone,ArmorX9,4,64,Green,Yes,15999
AppleiPhone8Plus64GbPlataLibre,Apple,iPhone8,,64,Silver,Yes,1950
MotorolaOneVision4128GBAzulZafiroDualSimLibre,Motorola,OneVision,4,128,Blue,Yes,3500
SamsungGalaxyA514128GBAzulLibre,Samsung,GalaxyA51,4,128,Blue,Yes,1800
SamsungGalaxyS20FE5G6128GBVerdeLibre,Samsung,GalaxyS20,6,128,Green,Yes,6490
XiaomiRedmiNote564GbDorado,Xiaomi,RedmiNote5,,64,Gold,No,16877
AppleiPhoneXR128GbAzulLibre,Apple,iPhoneXR,,128,Blue,Yes,3380
SamsungGalaxyS21Plus5G256GBVioletaLibre,Samsung,GalaxyS21,,256,Purple,Yes,3790
SamsungGalaxyS21Ultra5G256GBPlataLibre,Samsung,GalaxyS21,,256,Silver,Yes,4570
CubotPocket464GBNegroLibre,Cubot,Pocket,4,64,Black,Yes,14996
OPPOA764128GBGlowingBlueLibre,OPPO,A76,4,128,Blue,Yes,26397
SamsungGalaxyA525G128GbVioletaLibre,Samsung,GalaxyA52,,128,Purple,Yes,57223
XiaomiRedmi10A232GBPlataLibre,Xiaomi,Redmi10A,2,32,Silver,Yes,9622
AppleiPhoneXR256GBNegroLibre,Apple,iPhoneXR,,256,Black,Yes,36737
CATS535G6128GBRugerizadoNegroLibre,CAT,S53,6,128,Black,Yes,51342
SamsungGalaxyA235G464GBNegroLibre,Samsung,GalaxyA23,4,64,Black,Yes,28212
SamsungGalaxyS215G128GBRosaLibre,Samsung,GalaxyS21,,128,Pink,Yes,86536
TCL403232GBNegroLibre,TCL,403,2,32,Black,Yes,8999
XiaomiRedmi9C364GBGrisLibre,Xiaomi,Redmi9C,3,64,Gray,Yes,1069
XiaomiRedmi9CNFC232GBGrisLibre,Xiaomi,Redmi9C,2,32,Gray,Yes,959
XiaomiRedmiNote11464GBAzulEstelarLibre,Xiaomi,RedmiNote11,4,64,Blue,Yes,1990
SamsungGalaxyS21Ultra5G128GBPlataLibre,Samsung,GalaxyS21,,128,Silver,Yes,8220
SamsungGalaxyA10232GBNegroLibre,Samsung,GalaxyA10,2,32,Black,Yes,1690
XiaomiRedmi9464GBGrisCarbonoLibre,Xiaomi,Redmi9,4,64,Gray,Yes,2000
POCOM5s4128GBAzulLibreXiaomiMiCargadorDualUSBAUSBC33W,Xiaomi,M5s,4,128,Blue,Yes,22998
AppleiPhone732GBPlataLibre,Apple,iPhone7,,32,Silver,Yes,1100
XiaomiRedmiNote94128GBVerdeLibre,Xiaomi,RedmiNote9,4,128,Green,Yes,2690
HuaweiP50Pro8256GBGoldenBlackLibre,Huawei,P50,8,256,Gold,Yes,85829
MotorolaMotoG426128GBVerdeLibre,Motorola,MotoG42,6,128,Green,Yes,2290
Realme9ProPlus5G6128GBNegroLibre,Realme,9Pro,6,128,Black,Yes,40259
RealmeC35464GBVerdeLibre,Realme,C35,4,64,Green,Yes,18259
SonyXperiaXZ2VerdeLibre,Sony,XperiaXZ2,,,Green,Yes,37246
AppleiPhoneXSMax64GbDoradoLibre,Apple,iPhoneXS,,64,Gold,Yes,3090
SamsungGalaxyA325G464GBNegroLibre,Samsung,GalaxyA32,4,64,Black,Yes,2990
SamsungGalaxyS22Ultra5G12256GBBurdeosLibre,Samsung,GalaxyS22,12,256,Red,Yes,97501
SamsungGalaxyS21FE5G6128GBVioletaLibre,Samsung,GalaxyS21,6,128,Purple,Yes,7590
XiaomiPocoPhoneX3Pro6128GBNegroFantasmaLibre,Xiaomi,X3,6,128,Black,Yes,36463
SamsungGalaxyNote10256GBNegroLibre,Samsung,GalaxyNote10,,256,Black,Yes,89782
SamsungGalaxyS215G256GBRosaLibre,Samsung,GalaxyS21,,256,Pink,Yes,124602
realme7Pro8128GBAzulLibre,Realme,7,8,128,Blue,Yes,2390
AppleiPhone14Plus512GBAmarilloLibre,Apple,iPhone14,,512,Yellow,Yes,15490
MotorolaMotoE32464GBGrisLibre,Motorola,MotoE32,4,64,Gray,Yes,1446
MotorolaRazr20228256GBNegroLibre,Motorola,Razr2022,8,256,Black,Yes,11990
Realme8i4128GBLilaLibre,Realme,8I,4,128,Purple,Yes,2216
Realme98128GBNegroLibre,Realme,9,8,128,Black,Yes,44437
RealmeC25Y4128GBAzulLibre,Realme,C25Y,4,128,Blue,Yes,20667
XiaomiMiNote10Lite6128GBBlancoGlaciar,Xiaomi,MiNote10,6,128,White,No,49534
XiaomiRedmiNote10Pro664GBAzulLibre,Xiaomi,RedmiNote10,6,64,Blue,Yes,19999
XiaomiRedmiNote8T464GBGrisMedianocheLibre,Xiaomi,RedmiNote8T,4,64,Gray,Yes,1200
XiaomiRedmiNote9Pro6128GBGrisInterestelarLibre,Xiaomi,9Pro,6,128,Gray,Yes,16858
XiaomiRedmiNote9Pro664GBVerdeTropicalLibre,Xiaomi,9Pro,6,64,Green,Yes,31074
AppleiPhone13Mini256GBPRODUCTREDLibre,Apple,iPhone13,,256,Red,Yes,9290
AppleiPhone13Mini512GBBlancoEstrellaLibre,Apple,iPhone13,,512,White,Yes,11590
AppleiPhone14512GBAmarilloLibre,Apple,iPhone14,,512,Yellow,Yes,13990
AppleiPhone14Pro1TBMoradoOscuroLibre,Apple,iPhone14,,1000,Purple,Yes,19690
SamsungGalaxyS2012128GB5GCloudPinkLibre,Samsung,GalaxyS20,12,128,Pink,Yes,128161
"SamsungGalaxyZFlip48256GBGrisCargadordePared25WGalaxyTabA8105""32GBWiFiGris,Samsung,GalaxyZFlip4,8,256,Gray,No,116293"
"SamsungGalaxyZFold412512GBNegroLibreCargadordePared25WGalaxyTabA8105""32GBWiFi,Samsung,GalaxyZFold4,12,512,Black,Yes,192293"
Xiaomi138256GBNegroLibreCableUSBCaJack,Xiaomi,13,8,256,Black,Yes,75868
XiaomiRedmi9AT232GBGrisLibre,Xiaomi,Redmi9AT,2,32,Gray,Yes,995
HammerExplorerPlusEco464GBNaranja,Hammer,ExplorerPlusEco,4,64,Orange,No,23522
MotorolaEdge30Neo8128GBVeryPeriLibre,Motorola,Edge30,8,128,Gold,Yes,3990
NokiaXR205G464GBAzulLibre,Nokia,XR20,4,64,Blue,Yes,34804
POCOM5s464GBAzulLibre,POCO,M5s,4,64,Blue,Yes,1899
AppleiPhone12ProMax512GBGrafitoLibre,Apple,iPhone12,,512,Black,Yes,7990
RealmeC21Y464GBAzulLibre,Realme,C21Y,4,64,Blue,Yes,15259
HuaweiP20ProDualSimNegroLibre,Huawei,P20,,,Black,Yes,1850
AppleiPhone12Mini64GBPrpuraLibre,Apple,iPhone12,,64,Purple,Yes,6890
POCOC40464GBVerdeLibre,POCO,C40,4,64,Green,Yes,16999
RealmeX50Pro5G12256GBRojoRsticoLibre,Realme,X50Pro,12,256,Red,Yes,44899
SamsungGalaxyA335G6128GBAzulLibreVersinImportadaEU,Samsung,GalaxyA33,6,128,Blue,Yes,31934
XiaomiMi10TPro5G8128GBPlataLibre,Xiaomi,Mi10T,8,128,Silver,Yes,68259
AppleiPhoneXS512GbPlataLibre,Apple,iPhoneXS,,512,Silver,Yes,4190
OnePlusNord5G12256GBBlueMarbleLibre,OnePlus,Nord,12,256,Blue,Yes,3650
SamsungGalaxyS10128GBNegroCeramicLibre,Samsung,S10,,128,Black,Yes,2810
SamsungGalaxyS10128GBNegroLibreVersinImportadaEU,Samsung,S10,,128,Black,Yes,6700
AppleiPhoneXR64GBCoralLibre,Apple,iPhoneXR,,64,Pink,Yes,2700
HuaweiP306128GBBreathingCrystalLibre,Huawei,P30,6,128,Crystal,Yes,2090
OPPOA16332GBNegroLibre,OPPO,A16,3,32,Black,Yes,18652
Realme75G8128GBAzulLibre,Realme,7,8,128,Blue,Yes,2390
SamsungGalaxyS225G128GBVerdeLibreVersinImportadaEU,Samsung,GalaxyS22,,128,Green,Yes,71613
VivoY725G8128GBNcarLibre,Vivo,Y72,8,128,White,Yes,32459
XiaomiRedmi12C4128GBAzulLibreVersinInternacional,Xiaomi,Redmi12C,4,128,Blue,Yes,17316
AppleiPhoneXR64GBAzulLibre,Apple,iPhoneXR,,64,Blue,Yes,3630
HuaweiP20ProDualSimPrpuraLibre,Huawei,P20,,,Purple,Yes,6200
OppoReno28256GBLuminousBlackLibre,OPPO,Reno2,8,256,Black,Yes,1980
XiaomiMi115G8256GBAzulLibre,Xiaomi,Mi11,8,256,Blue,Yes,5240
RealmeC25Y4128GBNegroLibre,Realme,C25Y,4,128,Black,Yes,20667
SamsungGalaxyA345GEnterpriseEdition6128GBNegroLibre,Samsung,GalaxyA34,6,128,Black,Yes,32868
UlefonePowerArmor1912256GBNegroLibre,Ulefone,PowerArmor19,12,256,Black,Yes,5059
HammerExplorerPro6128GBNegroNaranjaLibre,Hammer,Explorer,6,128,Orange,Yes,2600
SamsungGalaxyA225G4128GBGrisLibre,Samsung,GalaxyA22,4,128,Gray,Yes,24901
SamsungGalaxyA504128GBBlancoLibre,Samsung,GalaxyA50,4,128,White,Yes,1650
SamsungGalaxyM13464GBVerdeLibreVersinImportadaEU,Samsung,GalaxyM13,4,64,Green,Yes,16411
SamsungGalaxyS23Plus512GBLilaLibreCargador25W,Samsung,GalaxyS23,,512,Purple,Yes,12490
Xiaomi11T5G8256GBAzulLibre,Xiaomi,11T,8,256,Blue,Yes,66185
HuaweiNova108128GBNegroLibre,Huawei,Nova10,8,128,Black,Yes,62524
XiaomiRedmiNote11Pro5G6128GBGrisGrafitoLibre,Xiaomi,11Pro,6,128,Gray,Yes,28489
MotorolaMotoG31464GBGrisLibre,Motorola,MotoG31,4,64,Gray,Yes,16599
MotorolaMotoG6332GBAzulIndigo,Motorola,MotoG6,3,32,Blue,No,18488
QuboX626464GBAzulLibre,Qubo,X626,4,64,Blue,Yes,10339
SamsungGalaxyA04s332GBVerdeLibreVersinImportadaEU,Samsung,GalaxyA04s,3,32,Green,Yes,13998
SamsungGalaxyA706128GBAzulLibre,Samsung,GalaxyA70,6,128,Blue,Yes,1800
XiaomiRedmiNote9364GBBlancoLibre,Xiaomi,RedmiNote9,3,64,White,Yes,24695
RealmeGT212256GBVerdeLibre,Realme,GT2,12,256,Green,Yes,5990
AppleiPhone12256GBBlancoLibre,Apple,iPhone12,,256,White,Yes,9790
HonorMagic4Lite5G6128GBNegroLibre,Honor,Magic4,6,128,Black,Yes,35489
HonorX8a6128GBMidnightBlackLibre,Honor,X8a,6,128,Black,Yes,1858
BlackviewA60Pro316GBNegroLibre,Blackview,A60,3,16,Black,Yes,10932
SPCDiscovery364GBDarkMatterLibre,SPC,Discovery,3,64,Black,Yes,1099
UlefoneArmor8Pro8128GBNegroLibre,Ulefone,Armor8,8,128,Black,Yes,19999
XiaomiRedmi104128GBGrisLibre,Xiaomi,Redmi10,4,128,Gray,Yes,2275
XiaomiRedmiNote82021464GBNegroLibre,Xiaomi,RedmiNote8,4,64,Black,Yes,22994
AppleiPhone13ProMax512GBAzulSierraLibre,Apple,iPhone13,,512,Blue,Yes,16090
AppleiPhoneXSMax512GbDoradoLibre,Apple,iPhoneXS,,512,Gold,Yes,48801
OPPOA764128GBGlowingBlackLibre,OPPO,A76,4,128,Black,Yes,26397
OnePlusNordCE5G12256GBBlueVoidLibre,OnePlus,Nord,12,256,Blue,Yes,43631
Realme9ProPlus5G6128GBVerdeLibre,Realme,9Pro,6,128,Green,Yes,40259
UlefoneArmorX6216GbNegroLibre,Ulefone,ArmorX6,2,16,Black,Yes,11961
XiaomiRedmiNote11Pro664GBAzulEstelarLibre,Xiaomi,11Pro,6,64,Blue,Yes,29999
AppleiPhoneXS256GbPlataLibre,Apple,iPhoneXS,,256,Silver,Yes,3690
CATS755G6128GBNegroLibre,CAT,S75,6,128,Black,Yes,5508
HonorX6464GBMidnightBlackLibre,Honor,X6,4,64,Black,Yes,1290
POCOM5s4128GBBlancoLibreXiaomiMiCargadorDualUSBAUSBC33W,Xiaomi,M5s,4,128,White,Yes,2499
PocoM4Pro8256GBNegroLibre,POCO,M4,8,256,Black,Yes,35938
RealmeGT28128GBNegroLibre,Realme,GT2,8,128,Black,Yes,55259
SPCSmart2116GBRojoLibre,SPC,Smart2,1,16,Red,Yes,7068
XiaomiRedmi10464GBAzulLibre,Xiaomi,Redmi10,4,64,Blue,Yes,21347
XiaomiRedmiNote116128GBAzulEstelarLibre,Xiaomi,RedmiNote11,6,128,Blue,Yes,25999
AppleiPhone12Mini256GBNegroLibre,Apple,iPhone12,,256,Black,Yes,8590
SamsungGalaxyA425G4128GBNegroLibre,Samsung,GalaxyA42,4,128,Black,Yes,59186
CubotNote8216GBVerdeLibre,Cubot,Note8,2,16,Green,Yes,9995
SamsungGalaxyA135GA136464GBBlancoLibre,Samsung,GalaxyA13,4,64,White,Yes,18221
SamsungGalaxyS21FE5G8256GBBlancoLibre,Samsung,GalaxyS21,8,256,White,Yes,6490
HuaweiNova98128GBNegroLibre,Huawei,Nova9,8,128,Black,Yes,34985
AppleiPhoneXR256GBBlancoLibre,Apple,iPhoneXR,,256,White,Yes,4380
CubotJ20216GBNegroLibre,Cubot,J20,2,16,Black,Yes,8495
MotorolaMotoG314128GBGrisLibre,Motorola,MotoG31,4,128,Gray,Yes,2190
SamsungGalaxyA04s332GBBlancoLibre,Samsung,GalaxyA04s,3,32,White,Yes,13799
SamsungGalaxyA13A137332GBBlancoLibre,Samsung,GalaxyA13,3,32,White,Yes,17149
SamsungGalaxyNote208256GBMysticGrayLibre,Samsung,GalaxyNote20,8,256,Gray,Yes,118746
SamsungGalaxyS20FE5G6128GBNaranjaLibre,Samsung,GalaxyS20,6,128,Orange,Yes,6490
AppleiPhone11ProMax512GBGrisEspacialLibre,Apple,11Pro,,512,Gray,Yes,6070
AppleiPhone8Plus256GBPlataLibre,Apple,iPhone8,,256,Silver,Yes,3800
Alcatel1SE2021664GBVerdeLibre,Alcatel,1SE,6,64,Green,Yes,22698
SamsungGalaxyA535G8256GBBlancoLibre,Samsung,GalaxyA53,8,256,White,Yes,5180
XiaomiMi10T5G6128GBPlataLibre,Xiaomi,Mi10T,6,128,Silver,Yes,15899
HuaweiMate20Lite464GBNegroLibre,Huawei,Mate20,4,64,Black,Yes,31671
SamsungGalaxyA13A137332GBAzulLibre,Samsung,GalaxyA13,3,32,Blue,Yes,15694
Xiaomi125G8128GBPrpuraLibre,Xiaomi,12,8,128,Purple,Yes,79999
XiaomiRedmi10A4128GBAzulLibre,Xiaomi,Redmi10A,4,128,Blue,Yes,17522
AppleiPhone11ProMax256GBOroLibre,Apple,11Pro,,256,Gold,Yes,5590
AppleiPhoneSE2022256GBMedianocheLibre,Apple,iPhoneSE,,256,Black,Yes,70161
AppleiPhoneXR128GBCoralLibre,Apple,iPhoneXR,,128,Pink,Yes,35899
OPPOA17464GBAzulLibre,OPPO,A17,4,64,Blue,Yes,1390
OnePlus8T8128GBVerdeAguamarinaLibre,OnePlus,8T,8,128,Green,Yes,6980
SamsungGalaxyA225G464GBNegroLibre,Samsung,GalaxyA22,4,64,Black,Yes,24901
SamsungGalaxyS10128GbBlancoLibreVersinImportadaEUR,Samsung,S10,,128,White,Yes,6700
VivoY33s8128GBAzulLibre,Vivo,Y33s,8,128,Blue,Yes,3146
AppleiPhone12Mini256GBBlancoLibre,Apple,iPhone12,,256,White,Yes,8590
HuaweiPSmart20204128GBNegroLibre,Huawei,PSmart2020,4,128,Black,Yes,37244
RealmeX505G6128GBJungleGreenLibre,Realme,X50,6,128,Green,Yes,2390
SamsungGalaxyA13332GBBlancoLibre,Samsung,GalaxyA13,3,32,White,Yes,15994
SamsungGalaxyA235G464GBAzulLibre,Samsung,GalaxyA23,4,64,Blue,Yes,2349
XiaomiRedmi12C332GBGrisLibre,Xiaomi,Redmi12C,3,32,Gray,Yes,14999
AppleiPhone11128GBAmarilloLibre,Apple,iPhone11,,128,Yellow,Yes,4470
AsusROGPhone512256GB5GNegroLibre,Asus,ROGPhone5,12,256,Black,Yes,7890
HuaweiP306128GBBlackLibre,Huawei,P30,6,128,Black,Yes,2090
HuaweiP30Lite4128GBNegroLibre,Huawei,P30,4,128,Black,Yes,36881
OnePlus9Pro5G8128GBNegroLibre,OnePlus,9Pro,8,128,Black,Yes,76987
SamsungGalaxyA325G4128GBNegroLibre,Samsung,GalaxyA32,4,128,Black,Yes,3330
AppleiPhone1164GBAmarilloLibre,Apple,iPhone11,,64,Yellow,Yes,3780
AppleiPhoneXR64GBNegroLibre,Apple,iPhoneXR,,64,Black,Yes,4650
CatB354GBNegroLibre,CAT,B35,,4,Black,Yes,11699
HuaweiMate204GB128GBDualSimNegroLibre,Huawei,Mate20,,4,Black,Yes,3490
SamsungGalaxyS23Plus256GBNegroLibreCargador25W,Samsung,GalaxyS23,,256,Black,Yes,12090
AppleiPhone12Mini64GBBlancoLibre,Apple,iPhone12,,64,White,Yes,6890
HuaweiNova8i6128GBNegroLibre,Huawei,8I,6,128,Black,Yes,2190
POCOF4GT8128GBNegroLibre,POCO,F4,8,128,Black,Yes,61207
RealmeX2Pro8128GBNeptuneBlueLibre,Realme,X2,8,128,Blue,Yes,2690
SamsungGalaxyZFlip48512GBGrisLibre,Samsung,GalaxyZFlip4,8,512,Gray,Yes,7970
UlefonePowerArmor16Pro464GBNegroLibre,Ulefone,PowerArmor16,4,64,Black,Yes,2410
UlefonePowerArmor18T5G12256GBNegroLibre,Ulefone,PowerArmor18T,12,256,Black,Yes,79219
MotorolaMotoEdge20PRO5G12256GBAzulLibre,Motorola,Edge20,12,256,Blue,Yes,61821
Realme9Pro5G6128GBNegroLibre,Realme,9Pro,6,128,Black,Yes,33259
CubotKingKong6464GBNegroLibre,Cubot,KingKong6,4,64,Black,Yes,17149
BlackShark48128GBGrisLibre,Xiaomi,Shark4,8,128,Gray,Yes,52884
Honor70Lite5G4128GBNegroLibre,Honor,70,4,128,Black,Yes,25155
SamsungGalaxyS20Plus8128GBCloudBlueLibre,Samsung,GalaxyS20,8,128,Blue,Yes,6000
SamsungGalaxyS215G128GBBlancoLibre,Samsung,GalaxyS21,,128,White,Yes,86536
XiaomiRedmiNote8T332GBAzulEstelarLibre,Xiaomi,RedmiNote8T,3,32,Blue,Yes,1950
XiaomiRedmiNote10Pro8256GBAzulGlaciarLibre,Xiaomi,RedmiNote10,8,256,Blue,Yes,3880
OppoReno4Pro5G12256GBSpaceBlackLibre,OPPO,Reno4,12,256,Black,Yes,59799
Realme9i464GBNegroLibre,Realme,9i,4,64,Black,Yes,23259
SamsungGalaxyA135GA136464GBAzulLibre,Samsung,GalaxyA13,4,64,Blue,Yes,1990
Xiaomi12T8128GBNegroLibre,Xiaomi,12T,8,128,Black,Yes,5990
AppleiPhone11Pro512GBGrisEspacialLibre,Apple,11Pro,,512,Gray,Yes,61499
OppoReno2Z8128GBLuminousBlackLibre,OPPO,Reno2Z,8,128,Black,Yes,1840
XiaomiRedmiNote105G464GbGrisLibre,Xiaomi,RedmiNote10,4,64,Gray,Yes,22999
MicrosoftSurfaceDuo6256GBBlancoLibre,Microsoft,SurfaceDuo,6,256,White,Yes,55239
POCOM4Pro6128GBAzulLibre,POCO,M4,6,128,Blue,Yes,31226
Realme9Pro5G6128GBAzulLibre,Realme,9Pro,6,128,Blue,Yes,34042
RealmeC21Y332GBAzulLibre,Realme,C21Y,3,32,Blue,Yes,15504
RealmeC21Y332GBNegroLibre,Realme,C21Y,3,32,Black,Yes,13259
RealmeC31332GBVerdeLibre,Realme,C31,3,32,Green,Yes,15259
SamsungGalaxyA12128GbNegroLibre,Samsung,GalaxyA12,,128,Black,Yes,24027
SamsungGalaxyM1264GBNegroLibre,Samsung,GalaxyM12,,64,Black,Yes,1590
SamsungGalaxyS10512GBNegroCeramicLibre,Samsung,S10,,512,Black,Yes,70109
SamsungGalaxyS21Plus5G256GBPlataLibre,Samsung,GalaxyS21,,256,Silver,Yes,153116
SamsungGalaxyS23Plus256GBVerdeLibre,Samsung,GalaxyS23,,256,Green,Yes,135757
VivoY01332GBElegantBlackLibre,Vivo,Y01,3,32,Black,Yes,12008
XiaomiMi8664GBDualSimBlancoLibre,Xiaomi,Mi8,6,64,White,Yes,33193
XiaomiMiA2Lite332GB4GDualSimDoradoLibre,Xiaomi,MiA2,3,32,Gold,Yes,1640
XiaomiRedmi104128GBAzulLibre,Xiaomi,Redmi10,4,128,Blue,Yes,20928
XiaomiRedmiNote104128GBBlancoLibre,Xiaomi,RedmiNote10,4,128,White,Yes,2590
XiaomiRedmiNote10Pro664GBGrisLibre,Xiaomi,RedmiNote10,6,64,Gray,Yes,29999
XiaomiRedmiNote11ProPlus5G6128GBGrisLibre,Xiaomi,11Pro,6,128,Gray,Yes,58132
XiaomiRedmiNote11S5G6128GBNegroMedianocheLibre,Xiaomi,RedmiNote11S,6,128,Black,Yes,23318
XiaomiRedmiNote82021464GBBlancoLibre,Xiaomi,RedmiNote8,4,64,White,Yes,22115
realme86128GBNegroPunkLibre,Realme,8,6,128,Black,Yes,2090
BlackShark58128GB5GGrisLibre,Xiaomi,Shark5,8,128,Gray,Yes,5490
HonorX6464GBOceanBlueLibre,Honor,X6,4,64,Blue,Yes,1350
XiaomiRedmi9T4128GBAzulLibre,Xiaomi,9T,4,128,Blue,Yes,25474
OppoFindX2Lite8128GB5GNegroLibre,OPPO,X2,8,128,Black,Yes,2120
SamsungGalaxyZFlip48256GBGrisLibre,Samsung,GalaxyZFlip4,8,256,Gray,Yes,8690
XiaomiMi108256GBGrisCrepuscularLibre,Xiaomi,10,8,256,Gray,Yes,2890
SamsungGalaxyS225G256GBMoradoLibreVersinImportadaEU,Samsung,GalaxyS22,,256,Purple,Yes,80261
OppoA945G8128GBNegroLibre,OPPO,A94,8,128,Black,Yes,3790
